ID,First Name,Last Name,Gender,Age,Nationality
1884,Gare,Lillow,Male,4,France
1885,Abigale,Lippard,Female,20,Cameroon
1886,Noll,Arnatt,Male,72,Philippines
1887,Norbie,Hamp,Male,36,China
1888,Gael,McJarrow,Female,62,Indonesia
1889,Ranique,Lehemann,Female,52,China
1890,Halli,Casarini,Female,11,Philippines
1891,Maximilianus,Bifield,Male,36,China
1892,Kelcey,Ingon,Female,43,Argentina
1893,Donelle,Choppen,Female,46,Pakistan
1894,Isacco,Louche,Male,49,China
1895,Westbrook,Oertzen,Male,2,Indonesia
1896,Nichole,Groves,Female,47,China
1897,Melodee,Roset,Female,4,China
1898,Trudy,Eccott,Female,6,Pakistan
1899,Yolanda,Northidge,Female,52,Poland
1900,Luke,Strathern,Male,46,Kosovo
1901,Dael,Edlestone,Female,58,Sri Lanka
1902,Terencio,Kingaby,Male,8,Thailand
1903,Wang,Terran,Male,15,Canada
1904,Guinevere,Mander,Female,40,China
1905,Vaclav,Treasaden,Male,34,Greece
1906,Gweneth,Ryding,Female,70,Vietnam
1907,Tobie,Josselson,Male,26,Brazil
1908,Andrej,Urvoy,Male,10,Argentina
1909,Merola,Dorsett,Female,60,Indonesia
1910,Catrina,Kemsley,Female,74,United States
1911,Aldwin,Alenshev,Male,36,Indonesia
1912,Federica,Ronald,Female,24,Philippines
1913,Umberto,Grzeszczyk,Male,26,Georgia
1914,Pinchas,Acott,Male,4,Russia
1915,Izak,Triplow,Male,61,Poland
1916,Warde,Frede,Male,70,Uruguay
1917,Freemon,Manby,Male,14,Indonesia
1918,Garey,Buard,Male,51,Russia
1919,Nicholas,Mollett,Male,68,Ukraine
1920,Deloris,L' Anglois,Female,59,Mongolia
1921,Odette,Fibbit,Female,79,Peru
1922,Tamas,Thouless,Male,81,Philippines
1923,Venita,Endon,Female,75,Indonesia
1924,Alla,Easterfield,Female,40,France
1925,Tova,Desesquelle,Female,39,Indonesia
1926,Edlin,Kollach,Male,36,Nigeria
1927,Lorry,Blanch,Male,49,Uruguay
1928,Halli,Klosterman,Female,77,United States
1929,Duane,Grimwade,Male,29,Poland
1930,Morgen,Lipgens,Male,10,Indonesia
1931,Hagen,Curwen,Male,38,Colombia
1932,Chad,Chittim,Female,41,China
1933,Krystalle,Harlowe,Female,13,Indonesia
1934,Lovell,Tarte,Male,54,Philippines
1935,Rayna,Bassilashvili,Female,26,China
1936,Ingram,Provis,Male,61,Sweden
1937,Katalin,Slainey,Female,46,Czech Republic
1938,Belia,Brandoni,Female,18,Venezuela
1939,Karoline,Pevreal,Female,64,United States
1940,Morly,Occleshaw,Male,84,China
1941,Gregor,Frankel,Male,58,Ecuador
1942,Justin,Timoney,Male,6,Czech Republic
1943,Akim,Kinman,Male,2,Indonesia
1944,Ailene,Jeanin,Female,87,China
1945,Dorelle,Killeen,Female,49,China
1946,Justino,Gatteridge,Male,35,Indonesia
1947,Carlee,Lillee,Female,50,Portugal
1948,Josephina,McKeon,Female,75,Paraguay
1949,Duncan,Frosch,Male,2,Indonesia
1950,Gustie,Barry,Female,79,Ethiopia
1951,Deloris,Ladon,Female,89,Madagascar
1952,Vittorio,Screas,Male,67,China
1953,Aleen,Cartman,Female,6,Sweden
1954,Nobe,Muzzlewhite,Male,63,Nepal
1955,Arnoldo,Barday,Male,40,Indonesia
1956,Gib,Iacovini,Male,90,Colombia
1957,Rusty,Sponer,Male,18,Japan
1958,Gerek,Hobson,Male,17,Greece
1959,Greggory,Marvel,Male,78,Bulgaria
1960,Modestia,Whisson,Female,39,China
1961,Winne,Lewsam,Female,39,Spain
1962,Onfre,Ajsik,Male,82,France
1963,Gregoor,Forestall,Male,22,Palestinian Territory
1964,Teddie,Charon,Male,72,Montenegro
1965,Duane,Booth,Male,10,Colombia
1966,Anders,Hardan,Male,47,Honduras
1967,Morlee,Dealey,Male,54,United States
1968,Durward,Spurdens,Male,7,China
1969,Gherardo,Camoletto,Male,40,Philippines
1970,Annadiane,Ducarne,Female,29,France
1971,Dolf,Reeme,Male,27,Thailand
1972,Caro,Yokel,Female,40,Colombia
1973,Blake,Probbings,Male,16,Finland
1974,Ari,Suermeier,Male,19,China
1975,Gabi,Kleinhausen,Male,20,Russia
1976,Trip,Bonnaire,Male,32,Indonesia
1977,Lucius,Hearley,Male,29,Sweden
1978,Lisa,Flaonier,Female,76,Indonesia
1979,Harlin,Kearey,Male,66,China
1980,Fraser,Polo,Male,36,Indonesia
1981,Demetri,Membry,Male,71,Portugal
1982,Geoffry,Orthmann,Male,62,Democratic Republic of the Congo
1983,Jannel,Woodings,Female,82,Cambodia
1984,Tim,Hutchinson,Female,58,Canada
1985,Lilyan,Klimkowski,Female,49,Japan
1986,Stevie,Haggleton,Male,34,Brazil
1987,Alexina,Ruste,Female,18,Czech Republic
1988,Hartwell,Sharvill,Male,70,Tanzania
1989,Donnajean,Anfossi,Female,2,France
1990,Bruno,Bowling,Male,32,Poland
1991,Megan,Braven,Female,2,China
1992,Corinne,Crankshaw,Female,85,Poland
1993,Terence,Bourhill,Male,27,China
1994,Norbert,Basnall,Male,19,China
1995,Miquela,Gunstone,Female,49,Serbia
1996,Dieter,Lodder,Male,56,Liechtenstein
1997,Ambrosius,Basire,Male,39,China
1998,John,Correa,Male,12,Indonesia
1999,Durant,Spraggs,Male,28,South Korea
2000,Efrem,Enric,Male,14,China
